"COVID-19-Associated Hospitalization Rates (per 100,000 population) for the COVID-NET Network (downloaded on "May-13-2020)
Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Ohio,IHSP,2020,2020,18,50-64 yr,32.9,0.3
Ohio,IHSP,2020,2020,19,50-64 yr,null,null
Ohio,IHSP,2020,2020,20,50-64 yr,null,null
Ohio,IHSP,2020,2020,21,50-64 yr,null,null
Ohio,IHSP,2020,2020,22,50-64 yr,null,null
Ohio,IHSP,2020,2020,23,50-64 yr,null,null
Ohio,IHSP,2020,2020,24,50-64 yr,null,null
Ohio,IHSP,2020,2020,25,50-64 yr,null,null
Ohio,IHSP,2020,2020,26,50-64 yr,null,null
Ohio,IHSP,2020,2020,27,50-64 yr,null,null
Ohio,IHSP,2020,2020,28,50-64 yr,null,null
Ohio,IHSP,2020,2020,29,50-64 yr,null,null
Ohio,IHSP,2020,2020,30,50-64 yr,null,null
Ohio,IHSP,2020,2020,31,50-64 yr,null,null
Ohio,IHSP,2020,2020,32,50-64 yr,null,null
Ohio,IHSP,2020,2020,33,50-64 yr,null,null
Ohio,IHSP,2020,2020,34,50-64 yr,null,null
Ohio,IHSP,2020,2020,35,50-64 yr,null,null
Ohio,IHSP,2020,2020,36,50-64 yr,null,null
Ohio,IHSP,2020,2020,37,50-64 yr,null,null
Ohio,IHSP,2020,2020,38,50-64 yr,null,null
Ohio,IHSP,2020,2020,39,50-64 yr,null,null
Ohio,IHSP,2020,2020,10,65+ yr,0,0
Ohio,IHSP,2020,2020,11,65+ yr,1.1,1.1
Ohio,IHSP,2020,2020,12,65+ yr,6.4,5.4
Ohio,IHSP,2020,2020,13,65+ yr,17.5,11.1
Ohio,IHSP,2020,2020,14,65+ yr,32.2,14.7
Ohio,IHSP,2020,2020,15,65+ yr,42.6,10.4
Ohio,IHSP,2020,2020,16,65+ yr,56.5,14
Ohio,IHSP,2020,2020,17,65+ yr,68,11.4
Ohio,IHSP,2020,2020,18,65+ yr,68,0
Ohio,IHSP,2020,2020,19,65+ yr,null,null
Ohio,IHSP,2020,2020,20,65+ yr,null,null
Ohio,IHSP,2020,2020,21,65+ yr,null,null
Ohio,IHSP,2020,2020,22,65+ yr,null,null
Ohio,IHSP,2020,2020,23,65+ yr,null,null
Ohio,IHSP,2020,2020,24,65+ yr,null,null
Ohio,IHSP,2020,2020,25,65+ yr,null,null
Ohio,IHSP,2020,2020,26,65+ yr,null,null
Ohio,IHSP,2020,2020,27,65+ yr,null,null
Ohio,IHSP,2020,2020,28,65+ yr,null,null
Ohio,IHSP,2020,2020,29,65+ yr,null,null
Ohio,IHSP,2020,2020,30,65+ yr,null,null
Ohio,IHSP,2020,2020,31,65+ yr,null,null
Ohio,IHSP,2020,2020,32,65+ yr,null,null
Ohio,IHSP,2020,2020,33,65+ yr,null,null
Ohio,IHSP,2020,2020,34,65+ yr,null,null
Ohio,IHSP,2020,2020,35,65+ yr,null,null
Ohio,IHSP,2020,2020,36,65+ yr,null,null
Ohio,IHSP,2020,2020,37,65+ yr,null,null
Ohio,IHSP,2020,2020,38,65+ yr,null,null
Ohio,IHSP,2020,2020,39,65+ yr,null,null
Ohio,IHSP,2020,2020,10,Overall,0,0
Ohio,IHSP,2020,2020,11,Overall,0.3,0.3
Ohio,IHSP,2020,2020,12,Overall,1.6,1.3
Ohio,IHSP,2020,2020,13,Overall,4.8,3.2
Ohio,IHSP,2020,2020,14,Overall,9.1,4.3
Ohio,IHSP,2020,2020,15,Overall,12.3,3.3
Ohio,IHSP,2020,2020,16,Overall,16.3,4
Ohio,IHSP,2020,2020,17,Overall,19,2.7
Ohio,IHSP,2020,2020,18,Overall,19,0
Ohio,IHSP,2020,2020,19,Overall,null,null
Ohio,IHSP,2020,2020,20,Overall,null,null
Ohio,IHSP,2020,2020,21,Overall,null,null
Ohio,IHSP,2020,2020,22,Overall,null,null
Ohio,IHSP,2020,2020,23,Overall,null,null
Ohio,IHSP,2020,2020,24,Overall,null,null
Ohio,IHSP,2020,2020,25,Overall,null,null
Ohio,IHSP,2020,2020,26,Overall,null,null
Ohio,IHSP,2020,2020,27,Overall,null,null
Ohio,IHSP,2020,2020,28,Overall,null,null
Ohio,IHSP,2020,2020,29,Overall,null,null
Ohio,IHSP,2020,2020,30,Overall,null,null
Ohio,IHSP,2020,2020,31,Overall,null,null
Ohio,IHSP,2020,2020,32,Overall,null,null
Ohio,IHSP,2020,2020,33,Overall,null,null
Ohio,IHSP,2020,2020,34,Overall,null,null
Ohio,IHSP,2020,2020,35,Overall,null,null
Ohio,IHSP,2020,2020,36,Overall,null,null
Ohio,IHSP,2020,2020,37,Overall,null,null
Ohio,IHSP,2020,2020,38,Overall,null,null
Ohio,IHSP,2020,2020,39,Overall,null,null
Ohio,IHSP,2020,2020,10,65-74 yr,0,0
Ohio,IHSP,2020,2020,11,65-74 yr,1.8,1.8
Ohio,IHSP,2020,2020,12,65-74 yr,7.1,5.3
Ohio,IHSP,2020,2020,13,65-74 yr,16.6,9.5
Ohio,IHSP,2020,2020,14,65-74 yr,28.4,11.9
Ohio,IHSP,2020,2020,15,65-74 yr,34.4,5.9
Ohio,IHSP,2020,2020,16,65-74 yr,45.6,11.3
Ohio,IHSP,2020,2020,17,65-74 yr,52.2,6.5
Ohio,IHSP,2020,2020,18,65-74 yr,52.2,0
Ohio,IHSP,2020,2020,19,65-74 yr,null,null
Ohio,IHSP,2020,2020,20,65-74 yr,null,null
Ohio,IHSP,2020,2020,21,65-74 yr,null,null
Ohio,IHSP,2020,2020,22,65-74 yr,null,null
Ohio,IHSP,2020,2020,23,65-74 yr,null,null
Ohio,IHSP,2020,2020,24,65-74 yr,null,null
Ohio,IHSP,2020,2020,25,65-74 yr,null,null
Ohio,IHSP,2020,2020,26,65-74 yr,null,null
Ohio,IHSP,2020,2020,27,65-74 yr,null,null
Ohio,IHSP,2020,2020,28,65-74 yr,null,null
Ohio,IHSP,2020,2020,29,65-74 yr,null,null
Ohio,IHSP,2020,2020,30,65-74 yr,null,null
Ohio,IHSP,2020,2020,31,65-74 yr,null,null
Ohio,IHSP,2020,2020,32,65-74 yr,null,null
Ohio,IHSP,2020,2020,33,65-74 yr,null,null
Ohio,IHSP,2020,2020,34,65-74 yr,null,null
Ohio,IHSP,2020,2020,35,65-74 yr,null,null
Ohio,IHSP,2020,2020,36,65-74 yr,null,null
Ohio,IHSP,2020,2020,37,65-74 yr,null,null
Ohio,IHSP,2020,2020,38,65-74 yr,null,null
Ohio,IHSP,2020,2020,39,65-74 yr,null,null
Ohio,IHSP,2020,2020,10,75-84 yr,0,0
Ohio,IHSP,2020,2020,11,75-84 yr,0,0
Ohio,IHSP,2020,2020,12,75-84 yr,6.3,6.3
Ohio,IHSP,2020,2020,13,75-84 yr,20.1,13.8
Ohio,IHSP,2020,2020,14,75-84 yr,36.4,16.3
Ohio,IHSP,2020,2020,15,75-84 yr,50.2,13.8
Ohio,IHSP,2020,2020,16,75-84 yr,65.3,15.1
Ohio,IHSP,2020,2020,17,75-84 yr,75.3,10
Ohio,IHSP,2020,2020,18,75-84 yr,75.3,0
Ohio,IHSP,2020,2020,19,75-84 yr,null,null
Ohio,IHSP,2020,2020,20,75-84 yr,null,null
Ohio,IHSP,2020,2020,21,75-84 yr,null,null
Ohio,IHSP,2020,2020,22,75-84 yr,null,null
Ohio,IHSP,2020,2020,23,75-84 yr,null,null
Ohio,IHSP,2020,2020,24,75-84 yr,null,null
Ohio,IHSP,2020,2020,25,75-84 yr,null,null
Ohio,IHSP,2020,2020,26,75-84 yr,null,null
Ohio,IHSP,2020,2020,27,75-84 yr,null,null
Ohio,IHSP,2020,2020,28,75-84 yr,null,null
Ohio,IHSP,2020,2020,29,75-84 yr,null,null
Ohio,IHSP,2020,2020,30,75-84 yr,null,null
Ohio,IHSP,2020,2020,31,75-84 yr,null,null
Ohio,IHSP,2020,2020,32,75-84 yr,null,null
Ohio,IHSP,2020,2020,33,75-84 yr,null,null
Ohio,IHSP,2020,2020,34,75-84 yr,null,null
Ohio,IHSP,2020,2020,35,75-84 yr,null,null
Ohio,IHSP,2020,2020,36,75-84 yr,null,null
Ohio,IHSP,2020,2020,37,75-84 yr,null,null
Ohio,IHSP,2020,2020,38,75-84 yr,null,null
Ohio,IHSP,2020,2020,39,75-84 yr,null,null
Ohio,IHSP,2020,2020,10,85+,0,0
Ohio,IHSP,2020,2020,11,85+,0,0
Ohio,IHSP,2020,2020,12,85+,3.2,3.2
Ohio,IHSP,2020,2020,13,85+,16.1,12.9
Ohio,IHSP,2020,2020,14,85+,41.8,25.7
Ohio,IHSP,2020,2020,15,85+,67.5,25.7
Ohio,IHSP,2020,2020,16,85+,93.3,25.7
Ohio,IHSP,2020,2020,17,85+,135.1,41.8
Ohio,IHSP,2020,2020,18,85+,135.1,0
Ohio,IHSP,2020,2020,19,85+,null,null
Ohio,IHSP,2020,2020,20,85+,null,null
Ohio,IHSP,2020,2020,21,85+,null,null
Ohio,IHSP,2020,2020,22,85+,null,null
Ohio,IHSP,2020,2020,23,85+,null,null
Ohio,IHSP,2020,2020,24,85+,null,null
Ohio,IHSP,2020,2020,25,85+,null,null
Ohio,IHSP,2020,2020,26,85+,null,null
Ohio,IHSP,2020,2020,27,85+,null,null
Ohio,IHSP,2020,2020,28,85+,null,null
Ohio,IHSP,2020,2020,29,85+,null,null
Ohio,IHSP,2020,2020,30,85+,null,null
Ohio,IHSP,2020,2020,31,85+,null,null
Ohio,IHSP,2020,2020,32,85+,null,null
Ohio,IHSP,2020,2020,33,85+,null,null
Ohio,IHSP,2020,2020,34,85+,null,null
Ohio,IHSP,2020,2020,35,85+,null,null
Ohio,IHSP,2020,2020,36,85+,null,null
Ohio,IHSP,2020,2020,37,85+,null,null
Ohio,IHSP,2020,2020,38,85+,null,null
Ohio,IHSP,2020,2020,39,85+,null,null
Ohio,IHSP,2020,2020,10,18-29 yr,0,0
Ohio,IHSP,2020,2020,11,18-29 yr,0.3,0.3
Ohio,IHSP,2020,2020,12,18-29 yr,1.1,0.8
Ohio,IHSP,2020,2020,13,18-29 yr,1.9,0.8
Ohio,IHSP,2020,2020,14,18-29 yr,2.5,0.5
Ohio,IHSP,2020,2020,15,18-29 yr,2.5,0
Ohio,IHSP,2020,2020,16,18-29 yr,2.7,0.3
Ohio,IHSP,2020,2020,17,18-29 yr,2.7,0
Ohio,IHSP,2020,2020,18,18-29 yr,2.7,0
Ohio,IHSP,2020,2020,19,18-29 yr,null,null
Ohio,IHSP,2020,2020,20,18-29 yr,null,null
Ohio,IHSP,2020,2020,21,18-29 yr,null,null
Ohio,IHSP,2020,2020,22,18-29 yr,null,null
Ohio,IHSP,2020,2020,23,18-29 yr,null,null
Ohio,IHSP,2020,2020,24,18-29 yr,null,null
Ohio,IHSP,2020,2020,25,18-29 yr,null,null
Ohio,IHSP,2020,2020,26,18-29 yr,null,null
Ohio,IHSP,2020,2020,27,18-29 yr,null,null
Ohio,IHSP,2020,2020,28,18-29 yr,null,null
Ohio,IHSP,2020,2020,29,18-29 yr,null,null
Ohio,IHSP,2020,2020,30,18-29 yr,null,null
Ohio,IHSP,2020,2020,31,18-29 yr,null,null
Ohio,IHSP,2020,2020,32,18-29 yr,null,null
Ohio,IHSP,2020,2020,33,18-29 yr,null,null
Ohio,IHSP,2020,2020,34,18-29 yr,null,null
Ohio,IHSP,2020,2020,35,18-29 yr,null,null
Ohio,IHSP,2020,2020,36,18-29 yr,null,null
Ohio,IHSP,2020,2020,37,18-29 yr,null,null
Ohio,IHSP,2020,2020,38,18-29 yr,null,null
Ohio,IHSP,2020,2020,39,18-29 yr,null,null
Ohio,IHSP,2020,2020,10,30-39 yr,0,0
Ohio,IHSP,2020,2020,11,30-39 yr,0.3,0.3
Ohio,IHSP,2020,2020,12,30-39 yr,1,0.6
Ohio,IHSP,2020,2020,13,30-39 yr,2.3,1.3
Ohio,IHSP,2020,2020,14,30-39 yr,4.5,2.3
Ohio,IHSP,2020,2020,15,30-39 yr,6.1,1.6
Ohio,IHSP,2020,2020,16,30-39 yr,8.1,1.9
Ohio,IHSP,2020,2020,17,30-39 yr,9,1
Ohio,IHSP,2020,2020,18,30-39 yr,9,0
Ohio,IHSP,2020,2020,19,30-39 yr,null,null
Ohio,IHSP,2020,2020,20,30-39 yr,null,null
Ohio,IHSP,2020,2020,21,30-39 yr,null,null
Ohio,IHSP,2020,2020,22,30-39 yr,null,null
Ohio,IHSP,2020,2020,23,30-39 yr,null,null
Ohio,IHSP,2020,2020,24,30-39 yr,null,null
Ohio,IHSP,2020,2020,25,30-39 yr,null,null
Ohio,IHSP,2020,2020,26,30-39 yr,null,null
Ohio,IHSP,2020,2020,27,30-39 yr,null,null
Ohio,IHSP,2020,2020,28,30-39 yr,null,null
Ohio,IHSP,2020,2020,29,30-39 yr,null,null
Ohio,IHSP,2020,2020,30,30-39 yr,null,null
Ohio,IHSP,2020,2020,31,30-39 yr,null,null
Ohio,IHSP,2020,2020,32,30-39 yr,null,null
Ohio,IHSP,2020,2020,33,30-39 yr,null,null
Ohio,IHSP,2020,2020,34,30-39 yr,null,null
Ohio,IHSP,2020,2020,35,30-39 yr,null,null
Ohio,IHSP,2020,2020,36,30-39 yr,null,null
Ohio,IHSP,2020,2020,37,30-39 yr,null,null
Ohio,IHSP,2020,2020,38,30-39 yr,null,null
Ohio,IHSP,2020,2020,39,30-39 yr,null,null
Ohio,IHSP,2020,2020,10,40-49 yr,0,0
Ohio,IHSP,2020,2020,11,40-49 yr,0,0
Ohio,IHSP,2020,2020,12,40-49 yr,0.7,0.7
Ohio,IHSP,2020,2020,13,40-49 yr,5.5,4.8
Ohio,IHSP,2020,2020,14,40-49 yr,8.1,2.6
Ohio,IHSP,2020,2020,15,40-49 yr,11.4,3.3
Ohio,IHSP,2020,2020,16,40-49 yr,14.4,3
Ohio,IHSP,2020,2020,17,40-49 yr,15.9,1.5
Ohio,IHSP,2020,2020,18,40-49 yr,15.9,0
Ohio,IHSP,2020,2020,19,40-49 yr,null,null
Ohio,IHSP,2020,2020,20,40-49 yr,null,null
Ohio,IHSP,2020,2020,21,40-49 yr,null,null
Ohio,IHSP,2020,2020,22,40-49 yr,null,null
Ohio,IHSP,2020,2020,23,40-49 yr,null,null
Ohio,IHSP,2020,2020,24,40-49 yr,null,null
Ohio,IHSP,2020,2020,25,40-49 yr,null,null
Ohio,IHSP,2020,2020,26,40-49 yr,null,null
Ohio,IHSP,2020,2020,27,40-49 yr,null,null
Ohio,IHSP,2020,2020,28,40-49 yr,null,null
Ohio,IHSP,2020,2020,29,40-49 yr,null,null
Ohio,IHSP,2020,2020,30,40-49 yr,null,null
Ohio,IHSP,2020,2020,31,40-49 yr,null,null
Ohio,IHSP,2020,2020,32,40-49 yr,null,null
Ohio,IHSP,2020,2020,33,40-49 yr,null,null
Ohio,IHSP,2020,2020,34,40-49 yr,null,null
Ohio,IHSP,2020,2020,35,40-49 yr,null,null
Ohio,IHSP,2020,2020,36,40-49 yr,null,null
Ohio,IHSP,2020,2020,37,40-49 yr,null,null
Ohio,IHSP,2020,2020,38,40-49 yr,null,null
Ohio,IHSP,2020,2020,39,40-49 yr,null,null

Disclaimer:
The Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)
hospitalization data are preliminary and subject to change as more data become available. In
"particular, case counts and rates for recent hospital admissions are subject to lag. As data are"
"received each week, prior case counts and rates are updated accordingly.  COVID-NET conducts"
population-based surveillance for laboratory-confirmed COVID-19-associated hospitalizations in
children (less than 18 years of age) and adults. COVID-NET covers nearly 100 counties in the 10
"Emerging Infections Program (EIP) states (CA, CO, CT, GA, MD, MN, NM, NY, OR, TN) and four"
"Influenza Hospitalization Surveillance Project (IHSP) states (IA, MI, OH, and UT). Cumulative and"
"weekly unadjusted incidence rates (per 100,000 population) are calculated using the National Center"
for Health Statistics' (NCHS) vintage 2018 bridged-race postcensal population estimates for the
counties included in the surveillance catchment area. The rates provided are likely to be
underestimated as COVID-19-associated hospitalizations might be missed due to test availability and
provider or facility testing practices.
